REF_AREA_ID,FINAL_REF_AREA_NAME,CATEGORY,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,GROWTH_RATE_10YR,GROWTH_RATE_10YR2
LAO,Lao,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,184753,1199427,1224882,1250567,1274449,1300609,1330253,1360391,1391360,1423059,1455546,1489070,1523567,1558594,1592658,1622773,1646879,1666276,1684642,1706152,1734092,1769526,1811807,1859123,1909965,1964180,2021511,2081471,2143748,2207793,2272719,2337901,2402997,2467936,2532782,2597839,2663704,2728138,2791500,2856664,2923713,2993122,3065350,3140609,3218742,3308745,3410951,3513831,3614321,3711142,3804527,3895657,3985189,4074552,4164330,4257043,4351881,4444122,4533537,4621574,4709820,4798524,4886857,4974126,22.08%,1.79%
LAO,Lao,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,6786,58634,61001,63402,65886,68499,71213,74049,76990,79913,82786,85649,88470,91249,94030,96794,99430,101975,104558,107259,110209,113424,116837,120379,123997,127690,131444,135209,138982,142792,146587,150390,154231,158039,161716,165255,168702,173618,180014,186341,192644,198984,205250,211209,216866,221292,224833,229014,233906,239458,245694,252568,260026,268023,276646,281751,284153,288736,295153,303389,313166,323523,335419,349406,30.36%,4.17%
LAO,Lao,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,76681,1997015,2041775,2087497,2133751,2181414,2230333,2275329,2321627,2369080,2417787,2467892,2519177,2572626,2627528,2678880,2723927,2763656,2801581,2842196,2889385,2944562,3007129,3075575,3148416,3225113,3305074,3387956,3473252,3560393,3648422,3736942,3825263,3912691,3997618,4071143,4124207,4165755,4195491,4219125,4237314,4250561,4258170,4259631,4254485,4261782,4296532,4330680,4363027,4393658,4422346,4449081,4473891,4496954,4517601,4540240,4566493,4592873,4617970,4641317,4663189,4682315,4698995,4714088,4.83%,0.32%
LAO,Lao,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,228734,174126,179840,185722,191762,198042,204528,216598,229443,243031,257496,272840,289113,304935,319354,333840,348090,362086,376364,391504,408134,426431,446562,468286,491540,516491,543316,571741,601709,633139,666021,700283,735843,772605,810332,856289,919707,984783,1051431,1120931,1193539,1269146,1347931,1429434,1513682,1591188,1650061,1710668,1772834,1836272,1901072,1967246,2034912,2103788,2173853,2247179,2324870,2405044,2487036,2570736,2656210,2742742,2830480,2919691,38.78%,3.15%
LAO,Lao,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,305415,2171141,2221615,2273219,2325513,2379456,2434861,2491927,2551070,2612111,2675283,2740732,2808290,2877561,2946882,3012720,3072017,3125742,3177945,3233700,3297519,3370993,3453691,3543861,3639956,3741604,3848390,3959697,4074961,4193532,4314443,4437225,4561106,4685296,4807950,4927432,5043914,5150538,5246922,5340056,5430853,5519707,5606101,5689065,5768167,5852970,5946593,6041348,6135861,6229930,6323418,6416327,6508803,6600742,6691454,6787419,6891363,6997917,7105006,7212053,7319399,7425057,7529475,7633779,15.65%,1.39%
LVA,Latvia,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,409976,235892,239414,242089,243818,244652,244865,245532,247200,248500,249183,250304,251488,252080,252430,252430,251873,251400,251287,251474,252507,254263,256573,259878,263635,266994,270483,274697,278997,281422,281509,280194,275605,268591,261525,253999,245952,237154,227379,217346,207473,197076,186994,178474,170908,164083,158684,154829,152158,149652,146943,145130,144750,145045,145274,145354,145519,145733,145489,144993,144011,142270,141068,140001,-3.48%,-0.76%
LVA,Latvia,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,641993,809126,814144,819884,825867,830253,831637,833104,836087,838795,841174,844164,848549,854493,861575,868416,874385,879996,885019,888398,891219,895646,901878,908200,913917,919552,925239,930789,935069,934514,928519,920018,904117,884943,871070,860896,853550,847638,843440,840854,835896,827575,819976,812568,803107,793792,785438,777332,766729,751027,732552,715500,701359,687380,673942,662001,649606,637471,627178,617353,607572,599150,594868,592416,-13.82%,-0.41%
LVA,Latvia,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,75707,154746,158200,161830,166502,171407,175617,179733,184087,188127,191653,195335,199249,203011,206867,210306,213139,215741,217777,218512,217554,215255,212575,210306,208639,207549,208231,211349,215916,220580,224290,227608,229373,229620,229916,230657,232700,235325,237746,240547,243620,246459,250103,254270,257909,261161,264151,266397,267087,265644,262382,260155,260080,260811,262533,264160,265009,265951,266728,268236,270185,270176,271700,275634,5.68%,1.45%
LVA,Latvia,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,1127676,1199765,1211758,1223803,1236187,1246313,1252119,1258369,1267374,1275422,1282009,1289804,1299286,1309584,1320872,1331152,1339396,1347137,1354082,1358384,1361280,1365164,1371026,1378383,1386191,1394094,1403953,1416835,1429982,1436516,1434317,1427819,1409095,1383154,1362511,1345552,1332202,1320117,1308565,1298747,1286989,1271110,1257073,1245312,1231924,1219037,1208273,1198558,1185974,1166323,1141877,1120785,1106189,1093236,1081749,1071516,1060135,1049155,1039395,1030582,1021768,1011596,1007636,1008051,-7.79%,0.04%
LVA,Latvia,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,425174,242499,246648,249831,251808,252622,252609,253090,254702,255916,256447,257334,258150,258296,258207,257810,256862,256061,255732,255757,256601,258173,260348,263475,266891,269842,273003,276927,281004,283247,283199,281830,277204,270165,263166,255791,247883,239201,229505,219588,209820,199450,189410,180932,173388,166674,161438,157734,155265,152962,150380,148695,148563,149287,150114,150957,152032,153167,153685,153823,153414,152208,151370,150443,0.77%,-0.61%
LVA,Latvia,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,556839,636155,648223,661508,675374,687836,697311,706019,714750,722022,727947,733452,739635,746989,755177,762833,769510,775862,781605,785784,789346,793974,800091,806674,813276,820434,828499,837467,845799,849385,847065,841243,827054,808103,792694,780602,772089,765860,761781,759586,755760,749273,743615,738490,731831,725111,719179,713587,705574,692856,677446,663449,652544,642173,632770,624728,616082,607722,600944,594750,588753,583530,581319,580365,-9.62%,-0.16%
LVA,Latvia,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,62612,74263,74957,75777,77254,79148,81178,83742,86793,89813,92761,95799,98603,100949,102929,104334,105221,106013,106502,106028,104474,102109,99616,97480,95689,94503,94436,95354,96650,97807,98569,99690,100985,101866,102372,103111,105049,107674,110167,112561,114980,117339,120075,123220,125979,127977,129467,130446,130509,129529,127853,126780,127023,127952,129149,130326,131287,132205,133151,134667,136514,137155,139057,142891,11.68%,2.76%
LVA,Latvia,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,1044624,952917,969828,987116,1004436,1019606,1031098,1042851,1056245,1067751,1077154,1086585,1096388,1106235,1116313,1124978,1131593,1137936,1143839,1147569,1150421,1154256,1160055,1167629,1175855,1184779,1195939,1209748,1223453,1230439,1228833,1222762,1205243,1180135,1158232,1139504,1125021,1112734,1101454,1091735,1080560,1066061,1053100,1042643,1031198,1019762,1010084,1001767,991348,975346,955679,938923,928130,919411,912033,906010,899402,893094,887780,883240,878681,872894,871746,873699,-4.97%,0.22%
LVA,Latvia,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,835150,478391,486062,491920,495625,497274,497474,498622,501902,504416,505630,507638,509638,510376,510637,510241,508735,507461,507019,507231,509108,512436,516921,523353,530525,536836,543486,551624,560001,564668,564708,562023,552809,538757,524691,509790,493835,476354,456884,436934,417294,396526,376404,359406,344296,330758,320122,312563,307423,302614,297322,293825,293313,294332,295388,296311,297552,298900,299174,298816,297425,294478,292438,290444,-1.32%,-0.68%
LVA,Latvia,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,1198832,1445281,1462367,1481392,1501241,1518090,1528948,1539123,1550837,1560816,1569121,1577616,1588184,1601482,1616753,1631249,1643894,1655859,1666623,1674183,1680565,1689621,1701968,1714873,1727193,1739985,1753739,1768256,1780867,1783899,1775584,1761260,1731171,1693047,1663763,1641498,1625638,1613498,1605221,1600439,1591657,1576847,1563590,1551058,1534937,1518903,1504617,1490919,1472303,1443882,1409997,1378949,1353903,1329552,1306712,1286730,1265689,1245192,1228121,1212103,1196325,1182681,1176188,1172781,-11.79%,-0.29%
LVA,Latvia,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,138318,229009,233157,237607,243756,250555,256795,263475,270880,277940,284413,291135,297852,303961,309796,314640,318360,321753,324278,324540,322028,317364,312191,307785,304328,302052,302667,306703,312566,318387,322859,327298,330358,331486,332288,333768,337749,342999,347913,353108,358599,363797,370179,377491,383889,389138,393618,396843,397596,395172,390235,386935,387103,388763,391682,394486,396296,398156,399878,402903,406699,407331,410757,418524,7.66%,1.89%
LVA,Latvia,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,1429786,997488,993516,989320,984866,978152,967696,957354,948617,938535,926845,916502,907433,898564,889963,880351,869146,857673,845721,834833,826475,820323,816982,814647,812604,810798,811634,815633,819593,821422,818919,816352,814314,799772,783926,776580,770339,763915,760337,759695,756030,749063,742721,736722,726462,716416,710606,706304,700357,689318,674553,661805,653077,645557,638967,633204,626640,620063,613959,608174,602157,595103,591254,589533,-8.68%,-0.29%
LVA,Latvia,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,742514,1155193,1188070,1221599,1255757,1287767,1315521,1343866,1375002,1404638,1432319,1459887,1488241,1517255,1547223,1575779,1601843,1627400,1652200,1671120,1685226,1699098,1714098,1731364,1749443,1768075,1788258,1810950,1833841,1845533,1844232,1834229,1800024,1763518,1736816,1708476,1686883,1668936,1649682,1630787,1611520,1588107,1567452,1551233,1536660,1522383,1507751,1494021,1476965,1452351,1423002,1397904,1381242,1367090,1354815,1344323,1332897,1322185,1313215,1305648,1298292,1289387,1288129,1292217,-5.48%,0.32%
LVA,Latvia,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,2172300,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1881750,-6.50%,0.13%
LBN,Lebanon,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,446272,385377,402101,418058,432767,444592,454372,463522,472493,481561,489513,497592,506058,514229,521939,529509,601169,672818,613433,553333,560503,568415,573255,577467,585246,594050,605879,617226,624963,633995,643771,652956,660941,666672,670547,673531,675906,677070,676779,675578,673934,671773,667505,662417,657632,651711,647250,645024,641799,637679,632609,629467,637836,691937,757499,779117,781947,782836,781376,776317,765778,750978,732773,710141,2.63%,-3.09%
LBN,Lebanon,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,599147,476704,487953,500463,513911,529304,547296,565535,584571,604594,623993,644329,665891,687686,709380,731192,845864,963292,894268,822978,847131,872018,893903,914509,938214,963532,994026,1024395,1049031,1073647,1097818,1122571,1148918,1174804,1200529,1228076,1257678,1287918,1318656,1350275,1381942,1413036,1440831,1469627,1503790,1538430,1575997,1617420,1653896,1684131,1706120,1727898,1776856,1950045,2154096,2183883,2112180,2040571,1969938,1900608,1853595,1827053,1789156,1737668,-10.89%,-2.88%
LBN,Lebanon,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,29580,57602,58251,58863,59499,60147,60897,61729,62694,63781,64832,65987,67225,68525,69982,71564,80293,89192,82157,74519,75134,75283,73748,72084,72162,72987,74755,76846,78763,81450,84766,88349,92252,96297,100405,104607,108931,113370,117852,122391,127049,131813,136552,141497,146738,151841,157326,163395,169099,174403,179198,184406,193103,216620,245412,262227,273238,281996,287858,290858,295266,301108,305455,311169,43.65%,1.87%
LBN,Lebanon,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,1074999,919684,948304,977384,1006177,1034042,1062565,1090785,1119759,1149936,1178338,1207908,1239174,1270440,1301301,1332266,1527326,1725303,1589858,1450830,1482768,1515716,1540906,1564060,1595622,1630569,1674660,1718467,1752756,1789092,1826355,1863876,1902112,1937773,1971480,2006214,2042515,2078357,2113287,2148244,2182925,2216621,2244887,2273541,2308160,2341982,2380573,2425840,2464793,2496213,2517928,2541771,2607796,2858601,3157007,3225226,3167365,3105403,3039172,2967783,2914639,2879140,2827383,2758977,-3.49%,-2.42%
LBN,Lebanon,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,444509,407166,425776,443495,459722,472496,482843,492408,501725,511067,519134,527263,535789,544013,551733,559253,634318,709311,646107,582266,589516,597672,602595,606848,614862,623913,636099,647717,655492,664648,674665,684166,692360,698096,701881,704733,706970,707888,707158,705361,703088,700347,695439,689674,684186,677451,672182,669189,665102,660216,654628,651309,660144,716543,785101,810751,818698,823333,824489,821337,810500,793615,773710,749695,4.63%,-3.10%
LBN,Lebanon,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,576311,476458,487526,499948,513473,529394,548172,567298,587316,608424,629019,650657,673602,696819,719967,739108,841194,948426,878897,807118,829181,851731,866302,877782,895309,914396,938480,964574,987383,1008405,1027174,1050544,1079614,1108364,1136973,1167527,1200131,1233272,1267005,1301852,1336937,1371558,1402992,1435544,1473519,1511999,1552717,1597099,1637194,1671180,1696898,1722288,1774627,1951242,2159164,2175292,2071914,1968222,1865275,1763734,1703563,1682855,1651017,1605975,-17.69%,-2.73%
LBN,Lebanon,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,26714,49988,50353,50683,51069,51512,52066,52711,53490,54397,55301,56308,57401,58569,59881,60958,67579,74576,68543,61949,62237,62103,60329,58300,57766,57872,58772,60112,61515,63356,65505,68150,71320,74565,77811,81166,84626,88034,91333,94563,97693,100674,103349,106050,108932,111614,114394,117480,120524,123525,126346,129689,135770,152467,173071,187670,200644,212294,221904,229053,234222,237020,237629,239282,56.94%,0.70%
LBN,Lebanon,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,1047533,933611,963655,994126,1024264,1053402,1083081,1112417,1142531,1173888,1203454,1234228,1266792,1299401,1331580,1359319,1543092,1732313,1593547,1451333,1480934,1511506,1529226,1542931,1567936,1596181,1633351,1672403,1704391,1736409,1767344,1802859,1843294,1881024,1916664,1953426,1991727,2029194,2065497,2101776,2137718,2172579,2201780,2231267,2266637,2301063,2339292,2383768,2422820,2454921,2477872,2503286,2570541,2820251,3117336,3173713,3091255,3003848,2911667,2814124,2748285,2713490,2662356,2594952,-7.99%,-2.53%
LBN,Lebanon,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,890780,792543,827876,861554,892489,917088,937215,955930,974219,992627,1008647,1024855,1041847,1058242,1073672,1088762,1235488,1382130,1259540,1135599,1150020,1166087,1175850,1184315,1200107,1217963,1241977,1264942,1280455,1298643,1318437,1337122,1353302,1364767,1372427,1378263,1382876,1384957,1383937,1380939,1377022,1372119,1362943,1352090,1341817,1329162,1319431,1314214,1306900,1297896,1287237,1280776,1297980,1408479,1542599,1589868,1600644,1606170,1605864,1597654,1576278,1544594,1506482,1459836,3.65%,-3.10%
LBN,Lebanon,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,1175458,953162,975479,1000411,1027384,1058698,1095468,1132833,1171888,1213018,1253012,1294986,1339493,1384505,1429346,1470301,1687059,1911719,1773165,1630096,1676311,1723749,1760205,1792291,1833523,1877928,1932506,1988969,2036414,2082053,2124992,2173114,2228533,2283168,2337502,2395604,2457809,2521190,2585661,2652126,2718879,2784594,2843823,2905171,2977309,3050428,3128713,3214519,3291090,3355311,3403018,3450185,3551483,3901286,4313260,4359175,4184093,4008793,3835213,3664342,3557157,3509908,3440173,3343643,-14.29%,-2.81%
LBN,Lebanon,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,56294,107590,108604,109547,110567,111659,112962,114439,116185,118178,120132,122296,124625,127094,129863,132523,147872,163768,150700,136469,137371,137386,134078,130384,129927,130859,133527,136959,140279,144807,150271,156499,163572,170861,178216,185773,193558,201404,209186,216954,224741,232487,239900,247546,255671,263454,271720,280875,289622,297928,305545,314095,328873,369086,418483,449897,473881,494290,509762,519911,529487,538129,543084,550451,49.14%,1.36%
LBN,Lebanon,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,1953876,1037122,1037200,1035536,1031321,1024205,1015663,1004969,993123,980746,965221,950968,937732,923292,907290,888816,970652,1045618,920036,800910,780283,759863,734100,707151,684815,664001,646584,629142,608458,607691,606617,606038,606082,605012,603012,601073,599408,597279,594641,599890,604890,609309,611861,614185,617872,620914,624816,630011,633337,634389,632768,631439,640250,693388,756246,761090,734386,706902,678812,650002,627169,609988,589488,565803,-18.40%,-4.02%
LBN,Lebanon,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,168656,816173,874759,935975,999119,1063240,1129983,1198233,1269168,1343077,1416570,1491169,1568233,1646549,1725590,1802770,2099767,2411999,2263369,2101254,2183419,2267359,2336033,2399839,2478743,2562749,2661426,2761728,2848690,2917811,2987083,3060696,3139325,3213784,3285132,3358567,3434835,3510272,3584143,3650130,3715752,3779891,3834805,3890622,3956925,4022130,4095048,4179597,4254276,4316746,4363032,4413617,4538087,4985463,5518096,5637850,5524233,5402350,5272027,5131905,5035754,4982643,4900251,4788127,-3.96%,-2.29%
